,Name,POS,Age,HT,WT,College,Salary,Team,id,url,Stats,GP,MIN,FG%,3P%,FT%,REB,AST,BLK,STL,PF,TO,PTS
Frank Jackson,Frank Jackson,PG,24,75.0,205.0,Duke,3000000.0,detroit-pistons,4065651,https://www.espn.com/nba/player/_/id/4065651/frank-jackson,Career,213.0,18.2,42.2,33.3,78.6,1.8,1.0,0.1,0.4,1.5,0.8,8.5
Cory Joseph,Cory Joseph,PG,30,75.0,200.0,Texas,4910000.0,detroit-pistons,6446,https://www.espn.com/nba/player/_/id/6446/cory-joseph,Career,728.0,22.2,44.4,34.4,78.7,2.6,3.0,0.2,0.8,1.6,1.0,7.1
Braxton Key,Braxton Key,G,25,80.0,230.0,Virginia,0.0,detroit-pistons,4066240,https://www.espn.com/nba/player/_/id/4066240/braxton-key,Career,11.0,17.9,45.8,28.6,53.8,4.5,1.0,1.0,0.9,2.4,1.0,7.2
Kevin Knox II,Kevin Knox II,F,23,79.0,215.0,Kentucky,5845979.0,detroit-pistons,4278075,https://www.espn.com/nba/player/_/id/4278075/kevin-knox-ii,Career,212.0,18.9,36.9,34.0,70.5,2.9,0.8,0.3,0.4,1.6,0.9,7.7
Saben Lee,Saben Lee,PG,23,74.0,183.0,Vanderbilt,1489065.0,detroit-pistons,4278124,https://www.espn.com/nba/player/_/id/4278124/saben-lee,Career,85.0,16.3,43.4,26.5,73.1,2.2,3.3,0.3,0.8,1.4,1.1,5.6
Isaiah Livers,Isaiah Livers,PF,24,79.0,230.0,Michigan,1057260.0,detroit-pistons,4277957,https://www.espn.com/nba/player/_/id/4277957/isaiah-livers,Career,19.0,20.2,45.6,42.2,85.7,3.0,1.1,0.4,0.7,1.9,0.8,6.4
Rodney McGruder,Rodney McGruder,G,31,76.0,205.0,Kansas State,1669178.0,detroit-pistons,2488826,https://www.espn.com/nba/player/_/id/2488826/rodney-mcgruder,Career,285.0,19.8,42.1,35.2,65.8,2.8,1.2,0.2,0.5,1.5,0.6,5.8
Nerlens Noel,Nerlens Noel,C,28,83.0,220.0,Kentucky,8000000.0,detroit-pistons,2991280,https://www.espn.com/nba/player/_/id/2991280/nerlens-noel,Career,450.0,22.4,54.9,15.4,65.5,6.2,1.1,1.5,1.3,2.6,1.3,7.3
Kelly Olynyk,Kelly Olynyk,PF,31,83.0,240.0,Gonzaga,12195122.0,detroit-pistons,2489663,https://www.espn.com/nba/player/_/id/2489663/kelly-olynyk,Career,610.0,22.0,47.6,36.5,78.2,5.1,2.0,0.5,0.8,2.8,1.5,10.1
Jamorko Pickett,Jamorko Pickett,PF,24,81.0,206.0,Georgetown,0.0,detroit-pistons,4278566,https://www.espn.com/nba/player/_/id/4278566/jamorko-pickett,Career,13.0,13.5,36.0,33.3,50.0,2.5,0.5,0.5,0.0,0.9,0.4,3.8
Gabriele Procida,Gabriele Procida,G,0,79.0,180.0,--,0.0,detroit-pistons,4871139,https://www.espn.com/nba/player/_/id/4871139/gabriele-procida,,,,,,,,,,,,,
Isaiah Stewart,Isaiah Stewart,C,21,80.0,250.0,Washington,3277080.0,detroit-pistons,4432810,https://www.espn.com/nba/player/_/id/4432810/isaiah-stewart,Career,139.0,23.5,52.9,33.0,70.8,7.7,1.0,1.2,0.4,2.8,1.1,8.1
Kemba Walker,Kemba Walker,PG,32,72.0,184.0,Connecticut,8729020.0,detroit-pistons,6479,https://www.espn.com/nba/player/_/id/6479/kemba-walker,Career,741.0,33.3,41.8,36.0,84.0,3.8,5.3,0.4,1.2,1.5,2.1,19.5
Justin Anderson,Justin Anderson,F,28,77.0,231.0,Virginia,0.0,indiana-pacers,2982340,https://www.espn.com/nba/player/_/id/2982340/justin-anderson,Career,242.0,13.6,41.1,29.2,77.5,2.6,0.8,0.3,0.4,1.2,0.6,5.3
Hugo Besson,Hugo Besson,G,21,75.0,196.0,--,0.0,indiana-pacers,4871138,https://www.espn.com/nba/player/_/id/4871138/hugo-besson,,,,,,,,,,,,,
Goga Bitadze,Goga Bitadze,C,23,84.0,250.0,--,3098400.0,indiana-pacers,4348700,https://www.espn.com/nba/player/_/id/4348700/goga-bitadze,Career,149.0,11.8,47.7,25.4,70.7,2.9,0.8,0.9,0.3,1.8,0.6,5.0
Oshae Brissett,Oshae Brissett,SF,24,79.0,210.0,Syracuse,1701593.0,indiana-pacers,4278031,https://www.espn.com/nba/player/_/id/4278031/oshae-brissett,Career,107.0,20.7,42.4,36.1,72.0,4.7,0.9,0.5,0.6,1.6,0.7,8.2
Kendall Brown,Kendall Brown,G,19,80.0,205.0,Baylor,0.0,indiana-pacers,4433254,https://www.espn.com/nba/player/_/id/4433254/kendall-brown,,,,,,,,,,,,,
Chris Duarte,Chris Duarte,SG,25,77.0,190.0,Oregon,3749400.0,indiana-pacers,4592402,https://www.espn.com/nba/player/_/id/4592402/chris-duarte,Career,55.0,28.0,43.2,36.9,80.4,4.1,2.1,0.2,1.0,1.7,1.6,13.1
Tyrese Haliburton,Tyrese Haliburton,PG,22,77.0,185.0,Iowa State,4023600.0,indiana-pacers,4396993,https://www.espn.com/nba/player/_/id/4396993/tyrese-haliburton,Career,135.0,32.9,47.3,41.2,84.6,3.6,6.9,0.6,1.6,1.5,2.2,14.3
Buddy Hield,Buddy Hield,SG,29,76.0,220.0,Oklahoma,22768890.0,indiana-pacers,2990984,https://www.espn.com/nba/player/_/id/2990984/buddy-hield,Career,468.0,29.2,43.0,39.8,86.5,4.3,2.5,0.3,0.8,2.1,1.8,15.9
Nate Hinton,Nate Hinton,G,23,77.0,210.0,Houston,0.0,indiana-pacers,4396629,https://www.espn.com/nba/player/_/id/4396629/nate-hinton,Career,23.0,4.1,34.9,21.1,70.0,0.4,0.3,0.1,0.3,0.3,0.3,1.8
Isaiah Jackson,Isaiah Jackson,F,20,82.0,205.0,Kentucky,2451240.0,indiana-pacers,4432170,https://www.espn.com/nba/player/_/id/4432170/isaiah-jackson,Career,36.0,15.0,56.3,31.3,68.2,4.1,0.3,1.4,0.7,2.6,1.1,8.3
Bennedict Mathurin,Bennedict Mathurin,G,20,78.0,210.0,Arizona,0.0,indiana-pacers,4683634,https://www.espn.com/nba/player/_/id/4683634/bennedict-mathurin,,,,,,,,,,,,,
T.J. McConnell,T.J. McConnell,PG,30,73.0,190.0,Arizona,7500000.0,indiana-pacers,2530530,https://www.espn.com/nba/player/_/id/2530530/tj-mcconnell,Career,481.0,22.2,50.3,32.7,76.9,3.0,5.0,0.2,1.3,1.5,1.6,6.9
Andrew Nembhard,Andrew Nembhard,G,22,77.0,193.0,Florida,0.0,indiana-pacers,4395712,https://www.espn.com/nba/player/_/id/4395712/andrew-nembhard,,,,,,,,,,,,,
Aaron Nesmith,Aaron Nesmith,SF,22,77.0,215.0,Vanderbilt,3631200.0,indiana-pacers,4396909,https://www.espn.com/nba/player/_/id/4396909/aaron-nesmith,Career,98.0,12.7,41.7,31.8,79.6,2.2,0.5,0.1,0.4,1.6,0.6,4.2
Jalen Smith,Jalen Smith,F,22,82.0,215.0,Maryland,4458000.0,indiana-pacers,4397189,https://www.espn.com/nba/player/_/id/4397189/jalen-smith,Career,78.0,13.9,49.5,31.7,76.1,4.4,0.4,0.6,0.2,1.4,0.6,6.7
Lance Stephenson,Lance Stephenson,G,31,77.0,210.0,Cincinnati,642729.0,indiana-pacers,4244,https://www.espn.com/nba/player/_/id/4244/lance-stephenson,Career,554.0,22.9,44.5,31.4,69.4,4.1,2.9,0.1,0.6,2.0,1.6,8.6
Terry Taylor,Terry Taylor,SG,22,77.0,230.0,Austin Peay,600000.0,indiana-pacers,4279815,https://www.espn.com/nba/player/_/id/4279815/terry-taylor,Career,33.0,21.6,61.4,31.6,70.6,5.2,1.2,0.2,0.4,1.8,0.7,9.6
Daniel Theis,Daniel Theis,C,30,81.0,245.0,--,8280351.0,indiana-pacers,2451037,https://www.espn.com/nba/player/_/id/2451037/daniel-theis,Career,306.0,19.6,54.5,32.9,72.2,4.9,1.3,0.9,0.5,2.7,0.8,7.6
Myles Turner,Myles Turner,C,26,83.0,250.0,Texas,18000000.0,indiana-pacers,3133628,https://www.espn.com/nba/player/_/id/3133628/myles-turner,Career,431.0,28.7,48.9,34.9,76.8,6.7,1.2,2.3,0.7,2.9,1.3,12.7
Gabe York,Gabe York,G,29,75.0,185.0,Arizona,0.0,indiana-pacers,2991011,https://www.espn.com/nba/player/_/id/2991011/gabe-york,Career,2.0,10.5,28.6,16.7,60.0,1.0,2.0,0.5,1.0,2.0,0.5,4.0
Grayson Allen,Grayson Allen,SG,26,76.0,198.0,Duke,4054695.0,milwaukee-bucks,3135045,https://www.espn.com/nba/player/_/id/3135045/grayson-allen,Career,192.0,21.9,43.3,39.3,84.1,2.6,1.5,0.2,0.6,1.4,0.8,9.4
Giannis Antetokounmpo,Giannis Antetokounmpo,PF,27,83.0,242.0,--,39344970.0,milwaukee-bucks,3032977,https://www.espn.com/nba/player/_/id/3032977/giannis-antetokounmpo,Career,656.0,32.6,53.5,28.8,71.8,9.4,4.6,1.3,1.2,3.0,2.9,21.8
Thanasis Antetokounmpo,Thanasis Antetokounmpo,SF,30,78.0,219.0,--,1669178.0,milwaukee-bucks,3102533,https://www.espn.com/nba/player/_/id/3102533/thanasis-antetokounmpo,Career,127.0,9.1,51.7,16.7,54.5,2.0,0.7,0.2,0.4,1.3,0.6,3.1
MarJon Beauchamp,MarJon Beauchamp,G,21,79.0,197.0,--,0.0,milwaukee-bucks,4432179,https://www.espn.com/nba/player/_/id/4432179/marjon-beauchamp,,,,,,,,,,,,,
Jevon Carter,Jevon Carter,PG,26,73.0,200.0,West Virginia,441277.0,milwaukee-bucks,3133635,https://www.espn.com/nba/player/_/id/3133635/jevon-carter,Career,223.0,14.1,38.6,38.3,81.0,1.7,1.4,0.2,0.6,1.2,0.5,4.4
Pat Connaughton,Pat Connaughton,SG,29,77.0,209.0,Notre Dame,5333334.0,milwaukee-bucks,2578239,https://www.espn.com/nba/player/_/id/2578239/pat-connaughton,Career,417.0,18.5,44.5,36.5,79.7,3.3,1.2,0.3,0.5,1.2,0.5,5.9
AJ Green,AJ Green,G,22,76.0,190.0,Northern Iowa,0.0,milwaukee-bucks,4397475,https://www.espn.com/nba/player/_/id/4397475/aj-green,,,,,,,,,,,,,
George Hill,George Hill,PG,36,76.0,188.0,IUPUI,4000000.0,milwaukee-bucks,3438,https://www.espn.com/nba/player/_/id/3438/george-hill,Career,869.0,27.2,45.6,38.0,80.7,3.0,3.1,0.3,0.9,2.0,1.2,10.7
Jrue Holiday,Jrue Holiday,PG,32,75.0,205.0,UCLA,32413333.0,milwaukee-bucks,3995,https://www.espn.com/nba/player/_/id/3995/jrue-holiday,Career,839.0,33.2,46.0,36.3,77.6,4.0,6.4,0.5,1.5,2.2,2.7,16.2
Serge Ibaka,Serge Ibaka,C,32,82.0,235.0,--,9720900.0,milwaukee-bucks,3439,https://www.espn.com/nba/player/_/id/3439/serge-ibaka,Career,903.0,27.6,51.3,36.0,75.8,7.2,0.8,1.9,0.4,2.7,1.3,12.1
Brook Lopez,Brook Lopez,C,34,84.0,282.0,Stanford,13302325.0,milwaukee-bucks,3448,https://www.espn.com/nba/player/_/id/3448/brook-lopez,Career,868.0,30.2,49.4,34.1,79.6,6.2,1.4,1.8,0.6,2.7,1.7,16.4
Sandro Mamukelashvili,Sandro Mamukelashvili,PF,23,83.0,240.0,Seton Hall,0.0,milwaukee-bucks,4278580,https://www.espn.com/nba/player/_/id/4278580/sandro-mamukelashvili,Career,41.0,9.9,49.6,42.3,81.8,2.0,0.5,0.2,0.2,0.7,0.4,3.8
Wesley Matthews,Wesley Matthews,SG,35,76.0,220.0,Marquette,1237494.0,milwaukee-bucks,4032,https://www.espn.com/nba/player/_/id/4032/wesley-matthews,Career,898.0,30.5,42.1,37.7,82.4,2.9,2.0,0.2,1.0,2.1,1.2,12.2
Khris Middleton,Khris Middleton,SF,31,79.0,222.0,Texas A&amp;M,35500000.0,milwaukee-bucks,6609,https://www.espn.com/nba/player/_/id/6609/khris-middleton,Career,651.0,31.8,45.8,39.2,88.1,4.9,3.8,0.2,1.2,2.6,2.1,17.1
Jordan Nwora,Jordan Nwora,SF,23,80.0,225.0,Louisville,1517981.0,milwaukee-bucks,4277883,https://www.espn.com/nba/player/_/id/4277883/jordan-nwora,Career,92.0,15.9,41.5,37.0,80.9,3.1,0.7,0.3,0.4,1.1,0.9,7.2
Bobby Portis,Bobby Portis,C,27,82.0,250.0,Arkansas,4347600.0,milwaukee-bucks,3064482,https://www.espn.com/nba/player/_/id/3064482/bobby-portis,Career,453.0,21.7,47.0,38.3,75.2,6.6,1.2,0.4,0.6,1.9,1.1,11.1
Lindell Wigginton,Lindell Wigginton,G,24,73.0,189.0,Iowa State,0.0,milwaukee-bucks,4277887,https://www.espn.com/nba/player/_/id/4277887/lindell-wigginton,Career,19.0,10.5,42.6,34.6,54.3,1.3,1.2,0.1,0.3,0.9,0.6,4.2
Christian Braun,Christian Braun,G,21,78.0,218.0,Kansas,0.0,denver-nuggets,4431767,https://www.espn.com/nba/player/_/id/4431767/christian-braun,,,,,,,,,,,,,
Bruce Brown,Bruce Brown,SF,25,76.0,202.0,"$4,736,102",,denver-nuggets,4065670,https://www.espn.com/nba/player/_/id/4065670/bruce-brown,Career,269.0,23.4,48.2,32.7,74.5,4.3,2.1,0.5,0.9,2.5,1.0,7.6
Kentavious Caldwell-Pope,Kentavious Caldwell-Pope,SG,29,77.0,204.0,Georgia,13038862.0,denver-nuggets,2581018,https://www.espn.com/nba/player/_/id/2581018/kentavious-caldwell-pope,Career,683.0,29.2,42.1,36.0,81.3,3.1,1.7,0.2,1.1,1.8,1.0,11.6
Facundo Campazzo,Facundo Campazzo,PG,31,70.0,195.0,--,3200000.0,denver-nuggets,2968334,https://www.espn.com/nba/player/_/id/2968334/facundo-campazzo,Career,130.0,20.1,37.2,32.8,82.8,1.9,3.5,0.3,1.1,2.0,1.1,5.6
Vlatko Cancar,Vlatko Cancar,SF,25,80.0,236.0,--,1782621.0,denver-nuggets,4230557,https://www.espn.com/nba/player/_/id/4230557/vlatko-cancar,Career,70.0,7.2,48.4,33.3,74.2,1.3,0.5,0.1,0.2,0.6,0.4,2.3
DeMarcus Cousins,DeMarcus Cousins,C,32,82.0,270.0,Kentucky,431684.0,denver-nuggets,4258,https://www.espn.com/nba/player/_/id/4258/demarcus-cousins,Career,654.0,29.8,46.0,33.1,73.7,10.2,3.0,1.1,1.3,3.7,3.3,19.6
Aaron Gordon,Aaron Gordon,PF,26,80.0,235.0,Arizona,16409091.0,denver-nuggets,3064290,https://www.espn.com/nba/player/_/id/3064290/aaron-gordon,Career,528.0,28.9,46.0,32.3,70.2,6.3,2.5,0.6,0.7,2.0,1.5,13.0
Jeff Green,Jeff Green,PF,35,80.0,235.0,Georgetown,4500000.0,denver-nuggets,3209,https://www.espn.com/nba/player/_/id/3209/jeff-green,Career,1051.0,29.0,44.8,33.9,80.6,4.3,1.5,0.5,0.7,2.2,1.4,12.6
Markus Howard,Markus Howard,PG,23,70.0,175.0,Marquette,0.0,denver-nuggets,4065805,https://www.espn.com/nba/player/_/id/4065805/markus-howard,Career,68.0,5.6,38.2,34.1,84.4,0.5,0.4,0.0,0.2,0.6,0.4,3.4
Bones Hyland,Bones Hyland,PG,21,74.0,169.0,Virginia Commonwealth,2096880.0,denver-nuggets,4592492,https://www.espn.com/nba/player/_/id/4592492/bones-hyland,Career,69.0,19.0,40.3,36.6,85.6,2.7,2.8,0.3,0.6,2.2,1.2,10.1
Nikola Jokic,Nikola Jokic,C,27,83.0,284.0,--,31579390.0,denver-nuggets,3112335,https://www.espn.com/nba/player/_/id/3112335/nikola-jokic,Career,527.0,30.4,54.2,34.5,83.0,10.4,6.2,0.7,1.2,2.8,2.8,19.7
DeAndre Jordan,DeAndre Jordan,C,34,83.0,265.0,Texas A&amp;M,374126.0,denver-nuggets,3442,https://www.espn.com/nba/player/_/id/3442/deandre-jordan,Career,980.0,26.7,67.3,8.3,47.5,10.3,1.0,1.5,0.5,2.5,1.4,9.1
Jamal Murray,Jamal Murray,PG,25,75.0,215.0,Kentucky,29467800.0,denver-nuggets,3936299,https://www.espn.com/nba/player/_/id/3936299/jamal-murray,Career,345.0,30.1,44.6,36.7,87.8,3.6,3.8,0.3,1.0,1.9,2.0,16.3
Zeke Nnaji,Zeke Nnaji,PF,21,81.0,240.0,Arizona,2498760.0,denver-nuggets,4431690,https://www.espn.com/nba/player/_/id/4431690/zeke-nnaji,Career,83.0,13.2,50.3,43.9,66.3,2.6,0.3,0.2,0.3,1.3,0.4,4.9
Michael Porter Jr.,Michael Porter Jr.,SF,24,82.0,218.0,Missouri,5258735.0,denver-nuggets,4278104,https://www.espn.com/nba/player/_/id/4278104/michael-porter-jr,Career,125.0,24.6,51.8,41.9,79.5,6.1,1.1,0.6,0.6,1.9,1.1,14.1
Davon Reed,Davon Reed,SG,27,77.0,206.0,--,,denver-nuggets,3059262,https://www.espn.com/nba/player/_/id/3059262/davon-reed,Career,79.0,12.1,43.4,39.1,66.7,1.9,0.9,0.1,0.4,1.1,0.3,3.6
Ish Smith,Ish Smith,PG,34,72.0,175.0,Wake Forest,4500000.0,denver-nuggets,4305,https://www.espn.com/nba/player/_/id/4305/ish-smith,Career,719.0,20.0,43.0,32.5,67.7,2.5,3.9,0.3,0.7,1.3,1.2,7.6
Peyton Watson,Peyton Watson,F,19,80.0,200.0,UCLA,0.0,denver-nuggets,4576087,https://www.espn.com/nba/player/_/id/4576087/peyton-watson,,,,,,,,,,,,,
Jack White,Jack White,F,25,79.0,222.0,Duke,0.0,denver-nuggets,4065653,https://www.espn.com/nba/player/_/id/4065653/jack-white,,,,,,,,,,,,,
Kyle Anderson,Kyle Anderson,SF,28,81.0,230.0,UCLA,9937150.0,minnesota-timberwolves,2993874,https://www.espn.com/nba/player/_/id/2993874/kyle-anderson,Career,505.0,21.0,47.6,33.4,71.1,4.4,2.3,0.6,1.0,1.5,1.0,6.7
Anthony Edwards,Anthony Edwards,SF,21,76.0,225.0,Georgia,10245480.0,minnesota-timberwolves,4594268,https://www.espn.com/nba/player/_/id/4594268/anthony-edwards,Career,144.0,33.2,42.9,34.4,78.1,4.7,3.4,0.6,1.3,2.0,2.4,20.3
Bryn Forbes,Bryn Forbes,SG,29,74.0,205.0,Michigan State,4500000.0,minnesota-timberwolves,2994526,https://www.espn.com/nba/player/_/id/2994526/bryn-forbes,Career,406.0,20.5,43.8,41.3,82.0,1.7,1.2,0.0,0.4,1.4,0.7,9.1
Rudy Gobert,Rudy Gobert,C,30,85.0,258.0,--,35344828.0,minnesota-timberwolves,3032976,https://www.espn.com/nba/player/_/id/3032976/rudy-gobert,Career,611.0,30.0,65.3,0.0,63.8,11.7,1.3,2.2,0.7,2.6,1.6,12.4
Nathan Knight,Nathan Knight,F,24,82.0,253.0,William &amp; Mary,0.0,minnesota-timberwolves,4067325,https://www.espn.com/nba/player/_/id/4067325/nathan-knight,Career,70.0,7.8,43.6,21.7,76.5,2.2,0.4,0.3,0.2,0.9,0.5,3.7
A.J. Lawson,A.J. Lawson,G,22,78.0,179.0,South Carolina,0.0,minnesota-timberwolves,4067017,https://www.espn.com/nba/player/_/id/4067017/aj-lawson,,,,,,,,,,,,,
Jake Layman,Jake Layman,SF,28,80.0,209.0,Maryland,3940185.0,minnesota-timberwolves,2982268,https://www.espn.com/nba/player/_/id/2982268/jake-layman,Career,243.0,12.8,46.0,30.0,71.9,1.7,0.5,0.3,0.4,1.0,0.5,4.8
Jaden McDaniels,Jaden McDaniels,PF,21,81.0,185.0,Washington,2063280.0,minnesota-timberwolves,4431671,https://www.espn.com/nba/player/_/id/4431671/jaden-mcdaniels,Career,133.0,24.9,45.5,33.8,72.4,3.9,1.1,0.9,0.7,3.0,0.9,8.1
Jordan McLaughlin,Jordan McLaughlin,PG,26,71.0,185.0,USC,2000000.0,minnesota-timberwolves,3134916,https://www.espn.com/nba/player/_/id/3134916/jordan-mclaughlin,Career,143.0,17.0,44.4,35.2,72.5,1.8,3.5,0.1,1.0,0.9,0.8,5.0
Josh Minott,Josh Minott,F,20,80.0,205.0,Memphis,0.0,minnesota-timberwolves,4687718,https://www.espn.com/nba/player/_/id/4687718/josh-minott,,,,,,,,,,,,,
Greg Monroe,Greg Monroe,C,32,82.0,250.0,Georgetown,0.0,minnesota-timberwolves,4260,https://www.espn.com/nba/player/_/id/4260/greg-monroe,Career,646.0,27.4,51.4,5.9,70.3,8.2,2.1,0.6,1.1,2.2,1.9,13.0
Wendell Moore Jr.,Wendell Moore Jr.,F,20,77.0,213.0,Duke,0.0,minnesota-timberwolves,4592187,https://www.espn.com/nba/player/_/id/4592187/wendell-moore-jr,,,,,,,,,,,,,
Jaylen Nowell,Jaylen Nowell,SG,23,76.0,201.0,Washington,1782621.0,minnesota-timberwolves,4278541,https://www.espn.com/nba/player/_/id/4278541/jaylen-nowell,Career,119.0,15.8,44.6,34.5,81.1,1.9,1.8,0.2,0.4,1.3,0.6,8.1
Eric Paschall,Eric Paschall,F,25,78.0,255.0,Villanova,1782621.0,minnesota-timberwolves,3133817,https://www.espn.com/nba/player/_/id/3133817/eric-paschall,Career,158.0,19.5,49.4,32.6,75.8,3.2,1.4,0.2,0.3,1.5,1.0,9.8
Taurean Prince,Taurean Prince,PF,28,78.0,218.0,Baylor,13000000.0,minnesota-timberwolves,2990962,https://www.espn.com/nba/player/_/id/2990962/taurean-prince,Career,370.0,24.2,41.6,37.1,81.5,3.9,1.7,0.4,0.8,2.0,1.6,10.5
Naz Reid,Naz Reid,C,22,81.0,264.0,LSU,1782621.0,minnesota-timberwolves,4396971,https://www.espn.com/nba/player/_/id/4396971/naz-reid,Career,177.0,17.3,49.0,34.3,72.3,4.2,1.0,1.0,0.5,2.5,1.0,9.5
Austin Rivers,Austin Rivers,SG,30,76.0,200.0,Duke,1669178.0,minnesota-timberwolves,6617,https://www.espn.com/nba/player/_/id/6617/austin-rivers,Career,655.0,24.2,41.8,34.9,64.9,2.1,2.2,0.2,0.7,2.1,1.1,8.8
D'Angelo Russell,D'Angelo Russell,PG,26,76.0,193.0,Ohio State,30013500.0,minnesota-timberwolves,3136776,https://www.espn.com/nba/player/_/id/3136776/dangelo-russell,Career,424.0,29.4,42.0,35.6,78.1,3.5,5.6,0.3,1.1,1.9,2.8,17.7
Matteo Spagnolo,Matteo Spagnolo,G,19,78.0,194.0,--,0.0,minnesota-timberwolves,4997532,https://www.espn.com/nba/player/_/id/4997532/matteo-spagnolo,,,,,,,,,,,,,
Karl-Anthony Towns,Karl-Anthony Towns,C,26,83.0,248.0,Kentucky,31650600.0,minnesota-timberwolves,3136195,https://www.espn.com/nba/player/_/id/3136195/karl-anthony-towns,Career,482.0,34.2,52.7,39.7,83.3,11.3,3.1,1.4,0.8,3.4,2.7,23.2
McKinley Wright IV,McKinley Wright IV,PG,23,71.0,192.0,Colorado,0.0,minnesota-timberwolves,4278507,https://www.espn.com/nba/player/_/id/4278507/mckinley-wright-iv,Career,5.0,3.8,66.7,50.0,0.0,0.0,0.6,0.0,0.0,0.2,0.2,1.0
Darius Bazley,Darius Bazley,PF,22,80.0,208.0,--,2513040.0,oklahoma-city-thunder,4423545,https://www.espn.com/nba/player/_/id/4423545/darius-bazley,Career,185.0,25.8,40.6,30.5,69.5,5.8,1.3,0.7,0.6,1.0,1.4,10.0
Ousmane Dieng,Ousmane Dieng,F,19,82.0,216.0,--,0.0,oklahoma-city-thunder,4997526,https://www.espn.com/nba/player/_/id/4997526/ousmane-dieng,,,,,,,,,,,,,
Luguentz Dort,Luguentz Dort,SF,23,75.0,215.0,Arizona State,1782621.0,oklahoma-city-thunder,4397020,https://www.espn.com/nba/player/_/id/4397020/luguentz-dort,Career,139.0,29.0,39.5,33.3,79.7,3.5,1.5,0.3,0.9,2.7,1.4,13.3
Derrick Favors,Derrick Favors,C,31,81.0,265.0,Georgia Tech,9720900.0,oklahoma-city-thunder,4257,https://www.espn.com/nba/player/_/id/4257/derrick-favors,Career,790.0,24.3,53.4,19.8,66.3,7.1,1.1,1.2,0.7,2.5,1.3,10.6
Melvin Frazier Jr.,Melvin Frazier Jr.,G,25,77.0,215.0,Tulane,0.0,oklahoma-city-thunder,3913546,https://www.espn.com/nba/player/_/id/3913546/melvin-frazier-jr,Career,32.0,9.1,34.0,20.9,53.3,0.9,0.2,0.1,0.3,0.8,0.3,2.7
Josh Giddey,Josh Giddey,SG,19,80.0,210.0,--,5988000.0,oklahoma-city-thunder,4871145,https://www.espn.com/nba/player/_/id/4871145/josh-giddey,Career,54.0,31.5,41.9,26.3,70.9,7.8,6.4,0.4,0.9,1.6,3.2,12.5
Shai Gilgeous-Alexander,Shai Gilgeous-Alexander,PG,24,78.0,180.0,Kentucky,5495532.0,oklahoma-city-thunder,4278073,https://www.espn.com/nba/player/_/id/4278073/shai-gilgeous-alexander,Career,243.0,31.8,47.3,34.8,80.7,4.5,4.3,0.7,1.1,2.1,2.2,18.2
Jaylen Hoard,Jaylen Hoard,F,23,80.0,216.0,Wake Forest,0.0,oklahoma-city-thunder,4395688,https://www.espn.com/nba/player/_/id/4395688/jaylen-hoard,Career,39.0,17.0,49.0,23.1,61.8,4.6,1.2,0.3,0.6,1.2,0.7,6.6
Chet Holmgren,Chet Holmgren,F,20,85.0,195.0,Gonzaga,0.0,oklahoma-city-thunder,4433255,https://www.espn.com/nba/player/_/id/4433255/chet-holmgren,,,,,,,,,,,,,
Ty Jerome,Ty Jerome,SG,25,77.0,195.0,Virginia,2412840.0,oklahoma-city-thunder,4065733,https://www.espn.com/nba/player/_/id/4065733/ty-jerome,Career,112.0,17.1,39.8,34.4,78.4,1.9,2.4,0.1,0.6,1.5,0.9,7.1
Georgios Kalaitzakis,Georgios Kalaitzakis,SF,23,79.0,192.0,--,925258.0,oklahoma-city-thunder,4683022,https://www.espn.com/nba/player/_/id/4683022/georgios-kalaitzakis,Career,13.0,16.5,46.3,38.5,46.7,1.6,0.9,0.2,0.8,1.5,1.5,6.6
Vit Krejci,Vit Krejci,G,22,80.0,195.0,--,925258.0,oklahoma-city-thunder,4578893,https://www.espn.com/nba/player/_/id/4578893/vit-krejci,Career,30.0,23.0,40.7,32.7,86.4,3.4,1.9,0.3,0.6,2.2,1.0,6.2
Theo Maledon,Theo Maledon,PG,21,76.0,175.0,--,2000000.0,oklahoma-city-thunder,4683027,https://www.espn.com/nba/player/_/id/4683027/theo-maledon,Career,116.0,23.2,37.1,32.2,76.6,2.9,2.9,0.2,0.8,1.7,1.8,8.8
Tre Mann,Tre Mann,PG,21,77.0,190.0,Florida,2901240.0,oklahoma-city-thunder,4432819,https://www.espn.com/nba/player/_/id/4432819/tre-mann,Career,60.0,22.8,39.3,36.0,79.3,2.9,1.5,0.2,0.8,1.7,1.2,10.4
Mike Muscala,Mike Muscala,C,31,82.0,240.0,Bucknell,3365385.0,oklahoma-city-thunder,2490089,https://www.espn.com/nba/player/_/id/2490089/mike-muscala,Career,432.0,15.5,45.8,37.7,84.7,3.2,0.9,0.5,0.3,1.5,0.6,6.2
Eugene Omoruyi,Eugene Omoruyi,F,25,78.0,235.0,Oregon,0.0,oklahoma-city-thunder,4066410,https://www.espn.com/nba/player/_/id/4066410/eugene-omoruyi,Career,4.0,4.5,40.0,50.0,50.0,1.8,0.5,0.0,0.0,0.5,0.0,1.8
Aleksej Pokusevski,Aleksej Pokusevski,C,20,84.0,190.0,--,3113160.0,oklahoma-city-thunder,4683018,https://www.espn.com/nba/player/_/id/4683018/aleksej-pokusevski,Career,106.0,21.9,37.6,28.5,71.7,5.0,2.2,0.8,0.6,1.4,1.8,7.8
