,Name,POS,Age,HT,WT,College,Salary,Team,id,url,Stats,GP,MIN,FG%,3P%,FT%,REB,AST,BLK,STL,PF,TO,PTS
Russell Westbrook,Russell Westbrook,PG,33,75.0,200.0,UCLA,44211146.0,los-angeles-lakers,3468,https://www.espn.com/nba/player/_/id/3468/russell-westbrook,Career,1021.0,34.7,43.8,30.5,78.3,7.4,8.4,0.3,1.7,2.6,4.1,22.8
Deandre Ayton,Deandre Ayton,C,24,83.0,250.0,Arizona,12632950.0,phoenix-suns,4278129,https://www.espn.com/nba/player/_/id/4278129/deandre-ayton,Career,236.0,30.7,59.9,25.0,75.4,10.5,1.6,1.0,0.7,2.8,1.7,16.3
Bismack Biyombo,Bismack Biyombo,C,29,80.0,255.0,--,863368.0,phoenix-suns,6427,https://www.espn.com/nba/player/_/id/6427/bismack-biyombo,Career,738.0,19.9,53.0,0.0,56.4,6.1,0.6,1.3,0.3,2.2,0.9,5.2
Devin Booker,Devin Booker,SG,25,77.0,206.0,Kentucky,31650600.0,phoenix-suns,3136193,https://www.espn.com/nba/player/_/id/3136193/devin-booker,Career,477.0,33.7,45.7,35.7,87.0,3.9,4.7,0.3,0.8,3.0,3.1,23.5
Mikal Bridges,Mikal Bridges,SF,25,78.0,209.0,Villanova,5557725.0,phoenix-suns,3147657,https://www.espn.com/nba/player/_/id/3147657/mikal-bridges,Career,309.0,31.3,50.9,37.4,83.1,3.9,2.1,0.6,1.3,2.0,0.9,11.3
Torrey Craig,Torrey Craig,SF,31,79.0,221.0,USC Upstate,4878049.0,phoenix-suns,2528693,https://www.espn.com/nba/player/_/id/2528693/torrey-craig,Career,300.0,18.7,45.6,33.0,69.3,3.6,0.9,0.5,0.5,2.0,0.6,5.7
Jae Crowder,Jae Crowder,PF,32,78.0,235.0,Marquette,9720900.0,phoenix-suns,6581,https://www.espn.com/nba/player/_/id/6581/jae-crowder,Career,735.0,25.3,41.7,34.6,77.7,4.3,1.6,0.3,1.0,2.1,0.9,9.6
Cameron Johnson,Cameron Johnson,SF,26,80.0,210.0,North Carolina,4437000.0,phoenix-suns,3138196,https://www.espn.com/nba/player/_/id/3138196/cameron-johnson,Career,183.0,24.2,44.0,39.0,84.3,3.6,1.4,0.3,0.7,1.6,0.7,10.4
Jock Landale,Jock Landale,C,26,83.0,255.0,Saint Mary's,925258.0,phoenix-suns,3146557,https://www.espn.com/nba/player/_/id/3146557/jock-landale,Career,54.0,10.9,49.5,32.6,82.9,2.6,0.8,0.3,0.2,1.0,0.6,4.9
Damion Lee,Damion Lee,SG,29,77.0,210.0,Louisville,1910860.0,phoenix-suns,2595209,https://www.espn.com/nba/player/_/id/2595209/damion-lee,Career,216.0,21.0,43.4,35.7,86.8,3.5,1.4,0.1,0.7,1.6,0.7,8.2
Gabriel Lundberg,Gabriel Lundberg,F,27,76.0,203.0,--,0.0,phoenix-suns,4981257,https://www.espn.com/nba/player/_/id/4981257/gabriel-lundberg,Career,4.0,11.0,26.3,37.5,0.0,1.8,2.8,0.0,0.8,1.8,0.8,3.3
Josh Okogie,Josh Okogie,SF,23,76.0,213.0,Georgia Tech,4087904.0,phoenix-suns,4065663,https://www.espn.com/nba/player/_/id/4065663/josh-okogie,Career,244.0,20.6,40.3,27.5,75.8,2.9,1.1,0.4,1.0,2.0,0.9,6.4
Chris Paul,Chris Paul,PG,37,72.0,175.0,Wake Forest,30000000.0,phoenix-suns,2779,https://www.espn.com/nba/player/_/id/2779/chris-paul,Career,1155.0,34.5,47.3,36.9,87.1,4.5,9.5,0.1,2.1,2.4,2.4,18.1
Cameron Payne,Cameron Payne,PG,28,73.0,183.0,Murray State,6500000.0,phoenix-suns,3064230,https://www.espn.com/nba/player/_/id/3064230/cameron-payne,Career,279.0,17.9,42.1,36.2,83.0,2.2,3.2,0.2,0.7,1.7,1.2,7.6
Elfrid Payton,Elfrid Payton,PG,28,75.0,195.0,Louisiana-Lafayette,1669178.0,phoenix-suns,2583639,https://www.espn.com/nba/player/_/id/2583639/elfrid-payton,Career,500.0,26.8,44.7,28.7,62.3,4.0,5.7,0.3,1.2,2.0,2.2,10.1
Dario Saric,Dario Saric,PF,28,82.0,225.0,--,8510000.0,phoenix-suns,3032978,https://www.espn.com/nba/player/_/id/3032978/dario-saric,Career,356.0,25.2,44.1,35.7,83.8,5.9,2.0,0.2,0.6,2.1,1.6,11.7
Landry Shamet,Landry Shamet,SG,25,76.0,190.0,Wichita State,3768342.0,phoenix-suns,3914044,https://www.espn.com/nba/player/_/id/3914044/landry-shamet,Career,262.0,23.3,41.0,39.0,83.5,1.8,1.6,0.1,0.4,1.8,0.7,9.0
Ish Wainright,Ish Wainright,F,27,77.0,235.0,Baylor,5318.0,phoenix-suns,3059307,https://www.espn.com/nba/player/_/id/3059307/ish-wainright,Career,45.0,8.0,39.4,32.2,58.3,1.2,0.3,0.1,0.4,1.1,0.3,2.4
Duane Washington Jr.,Duane Washington Jr.,PG,22,75.0,197.0,Ohio State,950000.0,phoenix-suns,4397235,https://www.espn.com/nba/player/_/id/4397235/duane-washington-jr,Career,48.0,20.2,40.5,37.7,75.4,1.7,1.8,0.1,0.5,1.4,1.2,9.9
Harrison Barnes,Harrison Barnes,SF,30,80.0,225.0,North Carolina,20284091.0,sacramento-kings,6578,https://www.espn.com/nba/player/_/id/6578/harrison-barnes,Career,747.0,31.8,45.3,37.9,80.4,5.1,1.8,0.2,0.7,1.6,1.2,14.1
Quinn Cook,Quinn Cook,PG,29,73.0,180.0,Duke,0.0,sacramento-kings,2566745,https://www.espn.com/nba/player/_/id/2566745/quinn-cook,Career,188.0,14.1,46.1,40.8,79.5,1.7,1.6,0.0,0.3,1.1,0.7,6.4
Terence Davis,Terence Davis,SG,25,76.0,201.0,Ole Miss,4000000.0,sacramento-kings,3919454,https://www.espn.com/nba/player/_/id/3919454/terence-davis,Career,163.0,17.3,43.7,36.6,83.5,3.0,1.5,0.2,0.7,1.8,1.1,8.5
De'Aaron Fox,De'Aaron Fox,PG,24,75.0,185.0,Kentucky,28103550.0,sacramento-kings,4066259,https://www.espn.com/nba/player/_/id/4066259/deaaron-fox,Career,322.0,32.1,46.2,32.0,72.5,3.5,6.2,0.4,1.3,2.7,2.8,19.1
Richaun Holmes,Richaun Holmes,C,28,82.0,235.0,Bowling Green,10384500.0,sacramento-kings,2993370,https://www.espn.com/nba/player/_/id/2993370/richaun-holmes,Career,376.0,21.1,60.5,25.6,74.6,5.8,1.1,1.1,0.6,2.7,0.9,9.6
Kevin Huerter,Kevin Huerter,SG,23,79.0,198.0,Maryland,4253357.0,sacramento-kings,4066372,https://www.espn.com/nba/player/_/id/4066372/kevin-huerter,Career,274.0,29.6,43.1,37.9,78.8,3.5,3.2,0.4,0.9,2.4,1.3,11.4
Josh Jackson,Josh Jackson,SG,25,80.0,207.0,Kansas,5005350.0,sacramento-kings,4066297,https://www.espn.com/nba/player/_/id/4066297/josh-jackson,Career,291.0,23.1,41.6,29.2,68.0,4.0,1.8,0.6,0.9,2.5,1.8,11.3
Jeremy Lamb,Jeremy Lamb,SG,30,77.0,180.0,Connecticut,10500000.0,sacramento-kings,6603,https://www.espn.com/nba/player/_/id/6603/jeremy-lamb,Career,573.0,20.8,43.9,34.2,85.7,3.6,1.6,0.4,0.7,1.6,0.8,10.1
Alex Len,Alex Len,C,29,84.0,250.0,Maryland,3732000.0,sacramento-kings,2596107,https://www.espn.com/nba/player/_/id/2596107/alex-len,Career,570.0,18.9,50.7,32.9,68.3,5.9,0.9,1.0,0.4,2.6,1.2,7.7
Trey Lyles,Trey Lyles,PF,26,81.0,234.0,Kentucky,2500000.0,sacramento-kings,3136196,https://www.espn.com/nba/player/_/id/3136196/trey-lyles,Career,449.0,18.3,44.1,33.8,73.7,4.3,1.1,0.3,0.4,1.4,0.8,7.8
Sam Merrill,Sam Merrill,SG,26,76.0,205.0,Utah State,1517981.0,sacramento-kings,4066757,https://www.espn.com/nba/player/_/id/4066757/sam-merrill,Career,36.0,8.1,41.7,40.0,75.0,1.0,0.7,0.0,0.2,0.6,0.3,3.2
Chimezie Metu,Chimezie Metu,PF,25,81.0,225.0,USC,1762796.0,sacramento-kings,3914283,https://www.espn.com/nba/player/_/id/3914283/chimezie-metu,Career,143.0,14.1,46.3,30.8,76.2,3.6,0.8,0.4,0.5,1.2,0.8,6.1
Davion Mitchell,Davion Mitchell,PG,23,72.0,202.0,Baylor,4603320.0,sacramento-kings,4278053,https://www.espn.com/nba/player/_/id/4278053/davion-mitchell,Career,75.0,27.7,41.8,31.6,65.9,2.2,4.2,0.3,0.7,1.9,1.5,11.5
Chima Moneke,Chima Moneke,F,0,78.0,223.0,UC Davis,0.0,sacramento-kings,3919347,https://www.espn.com/nba/player/_/id/3919347/chima-moneke,,,,,,,,,,,,,
Malik Monk,Malik Monk,SG,24,75.0,200.0,Kentucky,1669178.0,sacramento-kings,4066262,https://www.espn.com/nba/player/_/id/4066262/malik-monk,Career,309.0,20.4,42.4,35.5,83.0,2.3,2.0,0.2,0.5,1.4,1.3,10.3
Keegan Murray,Keegan Murray,F,21,80.0,215.0,Iowa,0.0,sacramento-kings,4594327,https://www.espn.com/nba/player/_/id/4594327/keegan-murray,,,,,,,,,,,,,
KZ Okpala,KZ Okpala,F,23,80.0,215.0,Stanford,1782621.0,sacramento-kings,4278521,https://www.espn.com/nba/player/_/id/4278521/kz-okpala,Career,63.0,11.4,40.6,27.3,60.7,1.8,0.5,0.3,0.3,1.4,0.3,2.8
Neemias Queta,Neemias Queta,C,23,84.0,245.0,Utah State,0.0,sacramento-kings,4397424,https://www.espn.com/nba/player/_/id/4397424/neemias-queta,Career,15.0,8.0,44.7,0.0,64.7,2.1,0.4,0.5,0.1,1.2,0.4,3.0
Domantas Sabonis,Domantas Sabonis,PF,26,83.0,240.0,Gonzaga,19800000.0,sacramento-kings,3155942,https://www.espn.com/nba/player/_/id/3155942/domantas-sabonis,Career,415.0,28.5,53.4,31.9,72.8,9.2,3.6,0.4,0.7,3.0,2.3,14.4
Bogdan Bogdanovic,Bogdan Bogdanovic,SG,29,78.0,225.0,--,18000000.0,atlanta-hawks,3037789,https://www.espn.com/nba/player/_/id/3037789/bogdan-bogdanovic,Career,316.0,28.6,43.9,38.4,82.2,3.4,3.4,0.2,1.0,2.1,1.5,14.2
Chaundee Brown Jr.,Chaundee Brown Jr.,G,23,77.0,215.0,Michigan,0.0,atlanta-hawks,4278045,https://www.espn.com/nba/player/_/id/4278045/chaundee-brown-jr,Career,5.0,20.8,31.3,33.3,83.3,3.2,0.8,0.0,0.4,1.4,0.2,6.2
Clint Capela,Clint Capela,C,28,82.0,256.0,--,18603448.0,atlanta-hawks,3102529,https://www.espn.com/nba/player/_/id/3102529/clint-capela,Career,471.0,26.8,62.4,0.0,52.7,10.7,1.0,1.5,0.7,2.4,1.1,12.4
John Collins,John Collins,PF,24,81.0,226.0,Wake Forest,23000000.0,atlanta-hawks,3908845,https://www.espn.com/nba/player/_/id/3908845/john-collins,Career,293.0,29.0,55.9,37.6,77.9,8.3,1.6,1.0,0.6,3.1,1.5,16.5
Sharife Cooper,Sharife Cooper,PG,21,73.0,176.0,Auburn,0.0,atlanta-hawks,4432173,https://www.espn.com/nba/player/_/id/4432173/sharife-cooper,Career,13.0,3.0,21.4,16.7,0.0,0.4,0.4,0.0,0.0,0.1,0.4,0.5
Trent Forrest,Trent Forrest,G,24,76.0,210.0,Florida State,0.0,atlanta-hawks,4065656,https://www.espn.com/nba/player/_/id/4065656/trent-forrest,Career,90.0,11.9,47.8,18.9,85.1,1.6,1.7,0.1,0.4,0.7,0.8,3.1
AJ Griffin,AJ Griffin,F,18,78.0,222.0,Duke,0.0,atlanta-hawks,4432585,https://www.espn.com/nba/player/_/id/4432585/aj-griffin,,,,,,,,,,,,,
Maurice Harkless,Maurice Harkless,SF,29,79.0,220.0,St. John's,4347600.0,atlanta-hawks,6591,https://www.espn.com/nba/player/_/id/6591/maurice-harkless,Career,621.0,22.6,47.4,32.0,62.4,3.5,0.9,0.6,0.9,2.0,0.8,6.9
Aaron Holiday,Aaron Holiday,G,25,72.0,185.0,UCLA,3980551.0,atlanta-hawks,3922230,https://www.espn.com/nba/player/_/id/3922230/aaron-holiday,Career,245.0,18.2,41.2,37.3,84.0,1.8,2.4,0.2,0.7,1.5,1.1,7.3
Justin Holiday,Justin Holiday,SF,33,78.0,180.0,Washington,6006420.0,atlanta-hawks,2284101,https://www.espn.com/nba/player/_/id/2284101/justin-holiday,Career,576.0,24.6,39.8,36.5,82.0,3.0,1.5,0.4,1.0,1.7,0.9,8.7
De'Andre Hunter,De'Andre Hunter,SF,24,80.0,221.0,Virginia,7775400.0,atlanta-hawks,4065732,https://www.espn.com/nba/player/_/id/4065732/deandre-hunter,Career,139.0,30.7,43.4,35.9,78.5,4.1,1.6,0.4,0.7,2.8,1.4,13.2
Jalen Johnson,Jalen Johnson,SF,20,80.0,219.0,Duke,2659580.0,atlanta-hawks,4701230,https://www.espn.com/nba/player/_/id/4701230/jalen-johnson,Career,22.0,5.5,53.7,23.1,71.4,1.2,0.1,0.1,0.1,0.4,0.4,2.4
Frank Kaminsky,Frank Kaminsky,PG,29,84.0,240.0,Wisconsin,1669178.0,atlanta-hawks,2579294,https://www.espn.com/nba/player/_/id/2579294/frank-kaminsky,Career,377.0,21.0,42.9,34.8,74.3,4.1,1.6,0.4,0.4,1.6,0.8,9.4
Timothe Luwawu-Cabarrot,Timothe Luwawu-Cabarrot,SG,27,79.0,215.0,--,1669178.0,atlanta-hawks,3893019,https://www.espn.com/nba/player/_/id/3893019/timothe-luwawu-cabarrot,Career,328.0,16.0,39.1,33.5,82.9,2.0,0.9,0.1,0.4,1.8,0.7,5.9
Tyrese Martin,Tyrese Martin,F,23,78.0,215.0,Connecticut,0.0,atlanta-hawks,4397179,https://www.espn.com/nba/player/_/id/4397179/tyrese-martin,,,,,,,,,,,,,
Skylar Mays,Skylar Mays,SG,24,76.0,205.0,LSU,0.0,atlanta-hawks,4066269,https://www.espn.com/nba/player/_/id/4066269/skylar-mays,Career,61.0,8.0,46.9,33.8,88.2,1.0,0.8,0.0,0.3,0.4,0.3,3.3
Dejounte Murray,Dejounte Murray,SG,25,76.0,180.0,Washington,15428880.0,atlanta-hawks,3907497,https://www.espn.com/nba/player/_/id/3907497/dejounte-murray,Career,320.0,25.8,45.5,33.0,77.1,6.0,4.8,0.3,1.4,1.9,1.9,12.5
Onyeka Okongwu,Onyeka Okongwu,PF,21,80.0,240.0,USC,6104280.0,atlanta-hawks,4431680,https://www.espn.com/nba/player/_/id/4431680/onyeka-okongwu,Career,98.0,16.3,67.2,0.0,69.5,4.6,0.7,0.9,0.6,2.5,0.7,6.3
Lou Williams,Lou Williams,SG,35,74.0,175.0,--,5000000.0,atlanta-hawks,2799,https://www.espn.com/nba/player/_/id/2799/lou-williams,Career,1123.0,24.1,41.9,35.1,84.2,2.2,3.4,0.2,0.8,1.3,1.7,13.9
Trae Young,Trae Young,PG,23,73.0,164.0,Oklahoma,8326471.0,atlanta-hawks,4277905,https://www.espn.com/nba/player/_/id/4277905/trae-young,Career,280.0,33.6,44.0,35.5,87.3,3.9,9.1,0.2,0.9,1.7,4.1,25.3
LaMelo Ball,LaMelo Ball,PG,20,79.0,180.0,--,8231760.0,charlotte-hornets,4432816,https://www.espn.com/nba/player/_/id/4432816/lamelo-ball,Career,126.0,30.9,43.1,37.8,82.6,6.4,7.0,0.4,1.6,3.0,3.1,18.3
James Bouknight,James Bouknight,SG,21,76.0,190.0,Connecticut,4154400.0,charlotte-hornets,4431712,https://www.espn.com/nba/player/_/id/4431712/james-bouknight,Career,31.0,9.8,34.8,34.7,87.1,1.7,0.8,0.0,0.2,0.9,0.5,4.6
Miles Bridges,Miles Bridges,SF,24,79.0,225.0,Michigan State,5421493.0,charlotte-hornets,4066383,https://www.espn.com/nba/player/_/id/4066383/miles-bridges,Career,291.0,29.1,47.3,34.6,80.9,5.6,2.3,0.7,0.7,2.0,1.4,13.4
Montrezl Harrell,Montrezl Harrell,C,28,79.0,240.0,Louisville,9720900.0,charlotte-hornets,2991055,https://www.espn.com/nba/player/_/id/2991055/montrezl-harrell,Career,458.0,21.5,62.0,11.7,66.2,5.3,1.4,0.8,0.6,2.1,1.1,12.9
Gordon Hayward,Gordon Hayward,SF,32,79.0,225.0,Butler,29925000.0,charlotte-hornets,4249,https://www.espn.com/nba/player/_/id/4249/gordon-hayward,Career,734.0,31.1,45.3,37.1,82.6,4.5,3.5,0.4,1.0,1.7,2.0,15.6
Kai Jones,Kai Jones,PF,21,82.0,221.0,Texas,2770560.0,charlotte-hornets,4431699,https://www.espn.com/nba/player/_/id/4431699/kai-jones,Career,21.0,3.0,64.3,50.0,37.5,0.5,0.2,0.1,0.0,0.4,0.3,1.0
Arnoldas Kulboka,Arnoldas Kulboka,PF,24,82.0,209.0,--,0.0,charlotte-hornets,4230551,https://www.espn.com/nba/player/_/id/4230551/arnoldas-kulboka,Career,2.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
Scottie Lewis,Scottie Lewis,SG,22,77.0,185.0,Florida,0.0,charlotte-hornets,4432812,https://www.espn.com/nba/player/_/id/4432812/scottie-lewis,Career,2.0,3.5,0.0,0.0,50.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5
Cody Martin,Cody Martin,SF,26,78.0,205.0,Nevada,1782621.0,charlotte-hornets,3138161,https://www.espn.com/nba/player/_/id/3138161/cody-martin,Career,171.0,21.2,46.0,32.3,66.0,3.5,2.1,0.3,1.0,1.4,0.8,5.8
Jalen McDaniels,Jalen McDaniels,PF,24,81.0,205.0,San Diego State,1782621.0,charlotte-hornets,4066731,https://www.espn.com/nba/player/_/id/4066731/jalen-mcdaniels,Career,118.0,17.7,47.5,35.9,73.2,3.4,1.1,0.4,0.5,1.9,0.8,6.6
Bryce McGowens,Bryce McGowens,G,19,79.0,179.0,Nebraska,0.0,charlotte-hornets,4576086,https://www.espn.com/nba/player/_/id/4576086/bryce-mcgowens,,,,,,,,,,,,,
Kelly Oubre Jr.,Kelly Oubre Jr.,SG,26,78.0,203.0,Kansas,12000000.0,charlotte-hornets,3133603,https://www.espn.com/nba/player/_/id/3133603/kelly-oubre-jr,Career,479.0,25.2,43.4,33.1,74.9,4.3,1.0,0.5,0.9,2.5,1.0,12.0
Mason Plumlee,Mason Plumlee,C,32,83.0,254.0,Duke,9248333.0,charlotte-hornets,2488653,https://www.espn.com/nba/player/_/id/2488653/mason-plumlee,Career,661.0,22.3,58.4,4.9,55.7,6.6,2.4,0.9,0.8,2.8,1.5,8.3
Nick Richards,Nick Richards,C,24,84.0,245.0,Kentucky,1517981.0,charlotte-hornets,4278076,https://www.espn.com/nba/player/_/id/4278076/nick-richards,Career,68.0,6.3,64.6,0.0,68.5,1.4,0.2,0.3,0.1,0.9,0.4,2.4
Terry Rozier,Terry Rozier,SG,28,73.0,190.0,Louisville,17905263.0,charlotte-hornets,3074752,https://www.espn.com/nba/player/_/id/3074752/terry-rozier,Career,477.0,26.1,41.7,37.6,82.2,3.9,3.2,0.2,0.9,1.4,1.2,12.7
Isaiah Thomas,Isaiah Thomas,G,33,69.0,185.0,Washington,191860.0,charlotte-hornets,6472,https://www.espn.com/nba/player/_/id/6472/isaiah-thomas,Career,550.0,28.3,43.4,36.2,87.2,2.4,4.8,0.1,0.9,2.1,2.3,17.7
JT Thor,JT Thor,PF,19,81.0,203.0,Auburn,1250000.0,charlotte-hornets,4702233,https://www.espn.com/nba/player/_/id/4702233/jt-thor,Career,33.0,7.9,43.6,25.9,60.0,1.3,0.6,0.3,0.2,0.8,0.3,2.0
P.J. Washington,P.J. Washington,PF,23,79.0,230.0,Kentucky,4215120.0,charlotte-hornets,4278078,https://www.espn.com/nba/player/_/id/4278078/pj-washington,Career,187.0,29.3,45.4,37.5,70.2,5.7,2.3,1.0,0.9,2.6,1.6,11.8
Mark Williams,Mark Williams,C,20,84.0,242.0,Duke,0.0,charlotte-hornets,4701232,https://www.espn.com/nba/player/_/id/4701232/mark-williams,,,,,,,,,,,,,
Bam Adebayo,Bam Adebayo,C,25,81.0,255.0,Kentucky,28103500.0,miami-heat,4066261,https://www.espn.com/nba/player/_/id/4066261/bam-adebayo,Career,343.0,28.2,55.8,14.0,74.1,8.3,3.5,0.9,1.0,2.4,2.1,13.5
Jamaree Bouyea,Jamaree Bouyea,G,23,74.0,170.0,San Francisco,0.0,miami-heat,4280245,https://www.espn.com/nba/player/_/id/4280245/jamaree-bouyea,,,,,,,,,,,,,
Jimmy Butler,Jimmy Butler,SF,32,79.0,230.0,Marquette,36016200.0,miami-heat,6430,https://www.espn.com/nba/player/_/id/6430/jimmy-butler,Career,690.0,33.1,46.0,32.1,84.1,5.3,4.1,0.5,1.6,1.4,1.6,17.7
Jamal Cain,Jamal Cain,F,23,79.0,191.0,Oakland,0.0,miami-heat,4278572,https://www.espn.com/nba/player/_/id/4278572/jamal-cain,,,,,,,,,,,,,
Darius Days,Darius Days,F,22,79.0,240.0,LSU,0.0,miami-heat,4396978,https://www.espn.com/nba/player/_/id/4396978/darius-days,,,,,,,,,,,,,
Dewayne Dedmon,Dewayne Dedmon,C,33,84.0,245.0,USC,1669178.0,miami-heat,2580913,https://www.espn.com/nba/player/_/id/2580913/dewayne-dedmon,Career,477.0,17.8,52.7,33.8,73.5,5.9,0.7,0.8,0.5,2.5,1.0,6.4
Marcus Garrett,Marcus Garrett,SG,23,77.0,205.0,Kansas,0.0,miami-heat,4277892,https://www.espn.com/nba/player/_/id/4277892/marcus-garrett,Career,12.0,10.7,23.8,25.0,40.0,1.9,0.6,0.3,0.4,1.3,0.2,1.1
Udonis Haslem,Udonis Haslem,PF,42,80.0,235.0,Florida,1669178.0,miami-heat,2184,https://www.espn.com/nba/player/_/id/2184/udonis-haslem,Career,872.0,24.8,48.9,9.7,75.6,6.6,0.8,0.3,0.5,2.4,0.9,7.5
Tyler Herro,Tyler Herro,PG,22,77.0,195.0,Kentucky,4004280.0,miami-heat,4395725,https://www.espn.com/nba/player/_/id/4395725/tyler-herro,Career,175.0,30.3,44.0,38.5,85.1,4.7,3.2,0.2,0.6,1.4,2.1,16.7
Haywood Highsmith,Haywood Highsmith,F,25,79.0,220.0,Wheeling Jesuit,290967.0,miami-heat,4291678,https://www.espn.com/nba/player/_/id/4291678/haywood-highsmith,Career,24.0,8.5,35.7,30.3,28.6,1.3,0.3,0.1,0.1,0.6,0.2,2.2
Nikola Jovic,Nikola Jovic,F,19,83.0,223.0,--,0.0,miami-heat,4997528,https://www.espn.com/nba/player/_/id/4997528/nikola-jovic,,,,,,,,,,,,,
Kyle Lowry,Kyle Lowry,PG,36,72.0,196.0,Villanova,26894128.0,miami-heat,3012,https://www.espn.com/nba/player/_/id/3012/kyle-lowry,Career,1023.0,31.9,42.5,36.8,81.3,4.4,6.3,0.3,1.3,2.7,2.4,14.8
Caleb Martin,Caleb Martin,SF,26,77.0,205.0,Nevada,1782621.0,miami-heat,3138160,https://www.espn.com/nba/player/_/id/3138160/caleb-martin,Career,131.0,19.1,45.5,36.3,72.5,3.1,1.2,0.4,0.8,1.5,0.8,7.1
Markieff Morris,Markieff Morris,PF,32,81.0,245.0,Kansas,1669178.0,miami-heat,6461,https://www.espn.com/nba/player/_/id/6461/markieff-morris,Career,715.0,24.8,44.6,34.1,77.7,5.2,1.6,0.5,0.8,2.7,1.5,10.9
Victor Oladipo,Victor Oladipo,SG,30,76.0,213.0,Indiana,1669178.0,miami-heat,2527963,https://www.espn.com/nba/player/_/id/2527963/victor-oladipo,Career,462.0,32.8,43.8,34.8,79.0,4.6,3.9,0.5,1.6,2.4,2.6,17.4
Duncan Robinson,Duncan Robinson,SG,28,79.0,215.0,Michigan,15650000.0,miami-heat,3157465,https://www.espn.com/nba/player/_/id/3157465/duncan-robinson,Career,239.0,27.7,43.5,40.6,86.0,2.9,1.5,0.2,0.5,2.5,0.9,11.9
Max Strus,Max Strus,SG,26,77.0,215.0,DePaul,1669178.0,miami-heat,4065778,https://www.espn.com/nba/player/_/id/4065778/max-strus,Career,109.0,19.3,44.6,39.1,75.6,2.2,1.1,0.2,0.4,1.5,0.6,8.8
Gabe Vincent,Gabe Vincent,PG,26,75.0,200.0,UC Santa Barbara,1669178.0,miami-heat,3137259,https://www.espn.com/nba/player/_/id/3137259/gabe-vincent,Career,127.0,18.3,39.6,34.3,83.1,1.5,2.2,0.1,0.7,1.9,1.0,6.7
Omer Yurtseven,Omer Yurtseven,C,24,83.0,255.0,Georgetown,1489065.0,miami-heat,3074213,https://www.espn.com/nba/player/_/id/3074213/omer-yurtseven,Career,56.0,12.6,52.6,9.1,62.3,5.3,0.9,0.4,0.3,1.5,0.7,5.3
Cole Anthony,Cole Anthony,PG,22,75.0,185.0,North Carolina,3449400.0,orlando-magic,4432809,https://www.espn.com/nba/player/_/id/4432809/cole-anthony,Career,112.0,29.8,39.3,33.7,84.6,5.1,5.0,0.3,0.7,2.4,2.5,14.9
Mo Bamba,Mo Bamba,C,24,84.0,231.0,Texas,7568743.0,orlando-magic,4277919,https://www.espn.com/nba/player/_/id/4277919/mo-bamba,Career,226.0,18.6,47.5,35.2,68.5,6.1,0.9,1.4,0.4,2.2,0.9,7.7
Paolo Banchero,Paolo Banchero,F,19,82.0,250.0,Duke,0.0,orlando-magic,4432573,https://www.espn.com/nba/player/_/id/4432573/paolo-banchero,,,,,,,,,,,,,
Bol Bol,Bol Bol,C,22,86.0,220.0,Oregon,2161152.0,orlando-magic,4397102,https://www.espn.com/nba/player/_/id/4397102/bol-bol,Career,53.0,6.2,47.8,37.8,66.7,1.2,0.3,0.3,0.1,0.5,0.5,2.7
Ignas Brazdeikis,Ignas Brazdeikis,SF,23,78.0,221.0,Michigan,0.0,orlando-magic,4397205,https://www.espn.com/nba/player/_/id/4397205/ignas-brazdeikis,Career,64.0,13.1,41.6,31.5,68.6,1.9,0.9,0.1,0.2,1.1,0.5,5.0
Devin Cannady,Devin Cannady,G,26,73.0,190.0,Princeton,100000.0,orlando-magic,3906977,https://www.espn.com/nba/player/_/id/3906977/devin-cannady,Career,13.0,16.8,36.1,39.6,78.6,0.8,0.8,0.3,0.8,1.4,0.5,6.5
Wendell Carter Jr.,Wendell Carter Jr.,C,23,82.0,270.0,Duke,6920027.0,orlando-magic,4277847,https://www.espn.com/nba/player/_/id/4277847/wendell-carter-jr,Career,203.0,27.6,51.3,29.8,73.1,8.9,2.0,0.9,0.6,3.1,1.6,12.2
Markelle Fultz,Markelle Fultz,PG,24,76.0,209.0,Washington,16500000.0,orlando-magic,4066636,https://www.espn.com/nba/player/_/id/4066636/markelle-fultz,Career,131.0,24.8,45.0,26.2,70.8,3.2,4.8,0.2,1.1,2.0,1.9,10.9
R.J. Hampton,R.J. Hampton,PG,21,78.0,190.0,--,2303040.0,orlando-magic,4590530,https://www.espn.com/nba/player/_/id/4590530/rj-hampton,Career,115.0,19.9,40.4,33.7,65.3,3.2,2.1,0.2,0.5,1.4,1.2,7.3
Gary Harris,Gary Harris,SG,27,76.0,210.0,Michigan State,20482143.0,orlando-magic,2999547,https://www.espn.com/nba/player/_/id/2999547/gary-harris,Career,468.0,28.8,44.8,36.3,81.2,2.5,2.1,0.2,1.2,1.8,1.2,11.8
Kevon Harris,Kevon Harris,G,25,78.0,216.0,Stephen F. Austin,0.0,orlando-magic,4067858,https://www.espn.com/nba/player/_/id/4067858/kevon-harris,,,,,,,,,,,,,
Caleb Houstan,Caleb Houstan,F,19,80.0,205.0,Michigan,0.0,orlando-magic,4433623,https://www.espn.com/nba/player/_/id/4433623/caleb-houstan,,,,,,,,,,,,,
