,Name,POS,Age,HT,WT,College,Salary,Team,id,url,Stats,GP,MIN,FG%,3P%,FT%,REB,AST,BLK,STL,PF,TO,PTS
Jaxson Hayes,Jaxson Hayes,C,22,"6' 11""",220 lbs,Texas,"$5,348,280",new-orleans-pelicans,4397077,https://www.espn.com/nba/player/_/id/4397077/jaxson-hayes,Career,194,17.7,63.4,36.0,72.3,4.3,0.7,0.8,0.4,2.1,0.8,8.1
Willy Hernangomez,Willy Hernangomez,C,28,"6' 11""",250 lbs,--,"$2,327,220",new-orleans-pelicans,2999409,https://www.espn.com/nba/player/_/id/2999409/willy-hernangomez,Career,306,15.3,53.4,30.9,70.2,5.9,1.1,0.4,0.4,1.7,1.0,7.4
Brandon Ingram,Brandon Ingram,SF,24,"6' 8""",190 lbs,Duke,"$29,467,800",new-orleans-pelicans,3913176,https://www.espn.com/nba/player/_/id/3913176/brandon-ingram,Career,368,32.8,46.1,36.0,76.9,5.2,3.8,0.6,0.7,2.4,2.4,18.5
Herbert Jones,Herbert Jones,SF,23,"6' 7""",206 lbs,Alabama,"$1,700,000",new-orleans-pelicans,4277813,https://www.espn.com/nba/player/_/id/4277813/herbert-jones,Career,78,29.9,47.6,33.7,84.0,3.8,2.1,0.8,1.7,3.1,1.3,9.5
Kira Lewis Jr.,Kira Lewis Jr.,PG,21,"6' 1""",170 lbs,Alabama,"$3,822,240",new-orleans-pelicans,4395698,https://www.espn.com/nba/player/_/id/4395698/kira-lewis-jr,Career,78,16.0,39.1,29.8,84.1,1.4,2.2,0.1,0.6,1.3,0.8,6.2
E.J. Liddell,E.J. Liddell,F,21,"6' 7""",240 lbs,Ohio State,--,new-orleans-pelicans,4432821,https://www.espn.com/nba/player/_/id/4432821/ej-liddell,,,,,,,,,,,,,
Naji Marshall,Naji Marshall,SF,24,"6' 7""",220 lbs,Xavier,"$1,517,981",new-orleans-pelicans,4278594,https://www.espn.com/nba/player/_/id/4278594/naji-marshall,Career,87,16.5,40.0,26.6,75.6,3.3,1.7,0.2,0.7,1.5,1.0,6.4
Karlo Matkovic,Karlo Matkovic,F,21,"6' 10""",231 lbs,--,--,new-orleans-pelicans,4997538,https://www.espn.com/nba/player/_/id/4997538/karlo-matkovic,,,,,,,,,,,,,
CJ McCollum,CJ McCollum,SG,30,"6' 3""",190 lbs,Lehigh,"$30,864,198",new-orleans-pelicans,2490149,https://www.espn.com/nba/player/_/id/2490149/cj-mccollum,Career,590,31.6,45.5,39.6,81.0,3.5,3.5,0.4,0.9,2.1,1.7,19.2
Trey Murphy III,Trey Murphy III,SG,22,"6' 8""",206 lbs,Virginia,"$3,053,760",new-orleans-pelicans,4397688,https://www.espn.com/nba/player/_/id/4397688/trey-murphy-iii,Career,62,13.9,39.3,38.2,88.2,2.4,0.6,0.1,0.4,1.0,0.3,5.4
Larry Nance Jr.,Larry Nance Jr.,PF,29,"6' 7""",245 lbs,Wyoming,"$10,690,909",new-orleans-pelicans,2580365,https://www.espn.com/nba/player/_/id/2580365/larry-nance-jr,Career,396,24.1,52.9,33.3,68.9,6.5,1.9,0.5,1.2,2.2,1.0,8.1
Tony Snell,Tony Snell,SF,30,"6' 6""",213 lbs,New Mexico,"$1,669,178",new-orleans-pelicans,2528353,https://www.espn.com/nba/player/_/id/2528353/tony-snell,Career,601,21.8,43.1,39.4,84.6,2.3,1.1,0.2,0.4,1.4,0.5,6.1
Garrett Temple,Garrett Temple,SF,36,"6' 5""",195 lbs,LSU,"$4,910,000",new-orleans-pelicans,4023,https://www.espn.com/nba/player/_/id/4023/garrett-temple,Career,691,21.4,40.2,34.4,74.0,2.3,1.7,0.3,0.8,1.9,0.9,6.4
Jonas Valanciunas,Jonas Valanciunas,C,30,"6' 11""",265 lbs,--,"$14,000,000",new-orleans-pelicans,6477,https://www.espn.com/nba/player/_/id/6477/jonas-valanciunas,Career,695,26.1,56.3,35.9,78.5,9.5,1.2,1.0,0.4,2.9,1.6,13.4
Zion Williamson,Zion Williamson,PF,22,"6' 6""",284 lbs,Duke,"$10,733,400",new-orleans-pelicans,4395628,https://www.espn.com/nba/player/_/id/4395628/zion-williamson,Career,85,31.7,60.4,33.3,68.3,7.0,3.2,0.6,0.9,2.1,2.7,25.7
Dominick Barlow,Dominick Barlow,F,19,"6' 10""",220 lbs,--,--,san-antonio-spurs,4870562,https://www.espn.com/nba/player/_/id/4870562/dominick-barlow,,,,,,,,,,,,,
Keita Bates-Diop,Keita Bates-Diop,SF,26,"6' 8""",229 lbs,Ohio State,"$1,729,217",san-antonio-spurs,3136779,https://www.espn.com/nba/player/_/id/3136779/keita-bates-diop,Career,163,15.0,46.2,30.4,71.4,3.0,0.6,0.3,0.5,0.9,0.5,5.2
Malaki Branham,Malaki Branham,G,19,"6' 5""",195 lbs,Ohio State,--,san-antonio-spurs,4565201,https://www.espn.com/nba/player/_/id/4565201/malaki-branham,,,,,,,,,,,,,
Devontae Cacok,Devontae Cacok,PF,25,"6' 7""",240 lbs,North Carolina-Wilmington,"$364,353",san-antonio-spurs,3946974,https://www.espn.com/nba/player/_/id/3946974/devontae-cacok,Career,36,6.3,62.1,0.0,50.0,2.2,0.2,0.3,0.4,0.7,0.2,2.5
Zach Collins,Zach Collins,PF,24,"6' 11""",250 lbs,Gonzaga,"$7,000,000",san-antonio-spurs,4066650,https://www.espn.com/nba/player/_/id/4066650/zach-collins,Career,182,17.5,45.2,32.7,74.3,4.2,1.1,0.7,0.3,2.3,1.1,6.0
Gorgui Dieng,Gorgui Dieng,C,32,"6' 10""",248 lbs,Louisville,"$4,000,000",san-antonio-spurs,2534781,https://www.espn.com/nba/player/_/id/2534781/gorgui-dieng,Career,597,20.5,50.0,36.7,79.1,5.7,1.3,0.9,0.8,2.1,1.1,7.5
Jordan Hall,Jordan Hall,G,20,"6' 8""",220 lbs,Saint Joseph's,--,san-antonio-spurs,4701031,https://www.espn.com/nba/player/_/id/4701031/jordan-hall,,,,,,,,,,,,,
Keldon Johnson,Keldon Johnson,SF,22,"6' 6""",220 lbs,Kentucky,"$2,145,720",san-antonio-spurs,4395723,https://www.espn.com/nba/player/_/id/4395723/keldon-johnson,Career,161,29.0,47.8,38.5,75.3,5.8,1.8,0.2,0.7,2.0,1.1,14.4
Tre Jones,Tre Jones,PG,22,"6' 1""",185 lbs,Duke,"$1,517,981",san-antonio-spurs,4395626,https://www.espn.com/nba/player/_/id/4395626/tre-jones,Career,106,13.4,48.7,23.2,80.0,1.7,2.6,0.1,0.5,0.9,0.6,4.8
Romeo Langford,Romeo Langford,SG,22,"6' 5""",216 lbs,Indiana,"$3,804,360",san-antonio-spurs,4397008,https://www.espn.com/nba/player/_/id/4397008/romeo-langford,Career,98,14.5,40.0,30.0,63.3,1.9,0.5,0.3,0.4,1.1,0.4,3.6
Doug McDermott,Doug McDermott,SF,30,"6' 7""",225 lbs,Creighton,"$13,750,000",san-antonio-spurs,2528588,https://www.espn.com/nba/player/_/id/2528588/doug-mcdermott,Career,527,20.9,47.6,40.9,82.0,2.3,0.9,0.1,0.2,1.5,0.7,9.2
Jakob Poeltl,Jakob Poeltl,C,26,"7' 1""",245 lbs,Utah,"$8,750,000",san-antonio-spurs,3134908,https://www.espn.com/nba/player/_/id/3134908/jakob-poeltl,Career,416,20.2,62.8,66.7,51.8,6.1,1.4,1.3,0.5,2.3,1.0,7.3
Joshua Primo,Joshua Primo,SG,19,"6' 5""",190 lbs,Alabama,"$3,946,800",san-antonio-spurs,4702176,https://www.espn.com/nba/player/_/id/4702176/joshua-primo,Career,50,19.3,37.4,30.7,74.6,2.3,1.6,0.5,0.4,1.6,1.1,5.8
Josh Richardson,Josh Richardson,SG,28,"6' 5""",200 lbs,Tennessee,"$11,615,328",san-antonio-spurs,2581190,https://www.espn.com/nba/player/_/id/2581190/josh-richardson,Career,438,29.8,42.8,36.5,83.9,3.1,2.7,0.6,1.1,2.3,1.4,12.0
Isaiah Roby,Isaiah Roby,PF,24,"6' 8""",230 lbs,Nebraska,"$1,782,621",san-antonio-spurs,4066392,https://www.espn.com/nba/player/_/id/4066392/isaiah-roby,Career,109,21.9,49.5,36.5,70.8,5.1,1.6,0.7,0.8,2.5,1.4,9.1
Jeremy Sochan,Jeremy Sochan,F,19,"6' 8""",225 lbs,Baylor,--,san-antonio-spurs,4610139,https://www.espn.com/nba/player/_/id/4610139/jeremy-sochan,,,,,,,,,,,,,
D.J. Stewart Jr.,D.J. Stewart Jr.,F,23,"6' 6""",205 lbs,Mississippi State,--,san-antonio-spurs,4396960,https://www.espn.com/nba/player/_/id/4396960/dj-stewart-jr,,,,,,,,,,,,,
Devin Vassell,Devin Vassell,SG,21,"6' 5""",200 lbs,Florida State,"$4,235,160",san-antonio-spurs,4395630,https://www.espn.com/nba/player/_/id/4395630/devin-vassell,Career,133,22.5,42.1,35.7,84.0,3.6,1.4,0.4,0.9,1.7,0.6,9.1
Blake Wesley,Blake Wesley,G,19,"6' 5""",185 lbs,Notre Dame,--,san-antonio-spurs,4683935,https://www.espn.com/nba/player/_/id/4683935/blake-wesley,,,,,,,,,,,,,
Joe Wieskamp,Joe Wieskamp,SF,22,"6' 6""",205 lbs,Iowa,"$202,068",san-antonio-spurs,4397033,https://www.espn.com/nba/player/_/id/4397033/joe-wieskamp,Career,29,7.1,35.7,32.6,53.8,0.5,0.3,0.1,0.1,0.5,0.1,2.1
Robert Woodard II,Robert Woodard II,SF,22,"6' 7""",230 lbs,Mississippi State,"$1,517,981",san-antonio-spurs,4396961,https://www.espn.com/nba/player/_/id/4396961/robert-woodard-ii,Career,25,3.5,27.8,20.0,50.0,1.1,0.2,0.2,0.0,0.3,0.1,1.1
